Time (UTC),Open,High,Low,Close,Volume 
30.12.2024 20:30:00,1.04027,1.04032,1.04006,1.04026,380.51
30.12.2024 20:40:00,1.04026,1.04044,1.04018,1.04024,611.68
30.12.2024 20:50:00,1.04023,1.04025,1.03989,1.0399,925.16
30.12.2024 21:00:00,1.03994,1.04022,1.03985,1.04004,300.81
30.12.2024 21:10:00,1.04005,1.04013,1.04,1.04002,332.12
30.12.2024 21:20:00,1.04003,1.04017,1.03999,1.04001,525.82
30.12.2024 21:30:00,1.04001,1.04018,1.04,1.04018,262.45
30.12.2024 21:40:00,1.04018,1.04041,1.04016,1.04037,1186.29
30.12.2024 21:50:00,1.04038,1.04075,1.04037,1.04075,3284.61
30.12.2024 22:00:00,1.04082,1.04112,1.04026,1.0405,218.64
30.12.2024 22:10:00,1.0405,1.04059,1.04047,1.0405,122.94
30.12.2024 22:20:00,1.0405,1.04052,1.0404,1.0404,190.71
30.12.2024 22:30:00,1.0404,1.04053,1.0404,1.04047,75.6
30.12.2024 22:40:00,1.04048,1.0405,1.0404,1.04046,227.43
30.12.2024 22:50:00,1.04046,1.04068,1.04046,1.04065,248.4
30.12.2024 23:00:00,1.04065,1.04068,1.03997,1.03997,487.14
30.12.2024 23:10:00,1.03998,1.04031,1.03996,1.04025,193.06
30.12.2024 23:20:00,1.04026,1.0404,1.04026,1.04034,131.69
30.12.2024 23:30:00,1.04035,1.04058,1.04035,1.04057,131.51
30.12.2024 23:40:00,1.04055,1.04058,1.04043,1.04046,120.87
30.12.2024 23:50:00,1.04047,1.04063,1.04047,1.0406,91.44
31.12.2024 00:00:00,1.04061,1.04062,1.04042,1.04043,128.28
31.12.2024 00:10:00,1.04044,1.04046,1.04033,1.04034,78.54
31.12.2024 00:20:00,1.04033,1.04033,1.04022,1.04027,106.29
31.12.2024 00:30:00,1.04027,1.04028,1.03975,1.03976,253.17
31.12.2024 00:40:00,1.03975,1.04016,1.03973,1.04015,236.55
31.12.2024 00:50:00,1.04015,1.0404,1.04006,1.04038,269.61
31.12.2024 01:00:00,1.04039,1.04056,1.04026,1.04055,287.19
31.12.2024 01:10:00,1.04055,1.0409,1.04054,1.04081,622.46
31.12.2024 01:20:00,1.04081,1.04115,1.0408,1.04109,466.89
31.12.2024 01:30:00,1.04108,1.04131,1.04072,1.04083,1444.45
31.12.2024 01:40:00,1.04084,1.04132,1.04083,1.04132,1126.41
31.12.2024 01:50:00,1.04131,1.04134,1.04096,1.04122,942.76
31.12.2024 02:00:00,1.04121,1.0415,1.04103,1.04104,663.75
31.12.2024 02:10:00,1.04103,1.04113,1.04087,1.04087,608.07
31.12.2024 02:20:00,1.04087,1.04109,1.04083,1.04096,631.83
31.12.2024 02:30:00,1.04096,1.04121,1.04095,1.04104,620.34
31.12.2024 02:40:00,1.04105,1.04108,1.04087,1.04095,641.28
31.12.2024 02:50:00,1.04094,1.04133,1.04094,1.04126,536.07
31.12.2024 03:00:00,1.04127,1.04135,1.04097,1.04102,327.28
31.12.2024 03:10:00,1.04103,1.04117,1.04101,1.04109,282.81
31.12.2024 03:20:00,1.0411,1.04118,1.04107,1.0411,212.57
31.12.2024 03:30:00,1.04111,1.04112,1.04094,1.041,282.9
31.12.2024 03:40:00,1.04101,1.04104,1.04084,1.04087,157.88
31.12.2024 03:50:00,1.04084,1.04094,1.04075,1.04088,178.32
31.12.2024 04:00:00,1.04087,1.04094,1.04068,1.0407,146.82
31.12.2024 04:10:00,1.04071,1.04081,1.0407,1.04073,177.26
31.12.2024 04:20:00,1.04073,1.0408,1.04054,1.04054,232.15
31.12.2024 04:30:00,1.04054,1.04073,1.04038,1.04066,384.72
31.12.2024 04:40:00,1.04065,1.04079,1.04058,1.04063,298.8
31.12.2024 04:50:00,1.04062,1.04074,1.04044,1.04044,325.47
31.12.2024 05:00:00,1.04045,1.0407,1.04042,1.04069,241.68
31.12.2024 05:10:00,1.04068,1.04074,1.04065,1.04065,145.11
31.12.2024 05:20:00,1.04066,1.04073,1.04065,1.04068,131.21
31.12.2024 05:30:00,1.04069,1.04079,1.04064,1.04073,386.78
31.12.2024 05:40:00,1.04072,1.04074,1.04057,1.04057,297.09
31.12.2024 05:50:00,1.04057,1.04057,1.04028,1.04041,570.62
31.12.2024 06:00:00,1.04042,1.04055,1.04041,1.04049,450.45
31.12.2024 06:10:00,1.0405,1.04053,1.04019,1.04026,277.97
31.12.2024 06:20:00,1.04026,1.04036,1.04016,1.04017,464.27
31.12.2024 06:30:00,1.04016,1.04017,1.03998,1.04012,383.27
31.12.2024 06:40:00,1.04009,1.04031,1.04006,1.04031,683.08
31.12.2024 06:50:00,1.04031,1.04061,1.04031,1.04041,687.03
31.12.2024 07:00:00,1.04041,1.04054,1.04025,1.04052,891.65
31.12.2024 07:10:00,1.04052,1.04054,1.04032,1.04052,650.83
31.12.2024 07:20:00,1.04053,1.04088,1.0404,1.0408,873.41
31.12.2024 07:30:00,1.0408,1.04101,1.04069,1.04081,842.78
31.12.2024 07:40:00,1.04082,1.0413,1.04074,1.04112,795.96
31.12.2024 07:50:00,1.04112,1.04123,1.04097,1.0412,745.08
31.12.2024 08:00:00,1.04121,1.0415,1.04105,1.04144,1359.57
31.12.2024 08:10:00,1.04145,1.04145,1.04078,1.04102,1009.04
31.12.2024 08:20:00,1.04102,1.0412,1.04061,1.04073,990.39
31.12.2024 08:30:00,1.04073,1.04141,1.04073,1.04141,1414.76
31.12.2024 08:40:00,1.0414,1.04141,1.04074,1.04097,1415.17
31.12.2024 08:50:00,1.04096,1.04201,1.04091,1.04184,3079.7
31.12.2024 09:00:00,1.04183,1.04189,1.04119,1.04135,1536.33
31.12.2024 09:10:00,1.04136,1.0418,1.04133,1.04153,1662.72
31.12.2024 09:20:00,1.04153,1.04161,1.04129,1.04139,1335.59
31.12.2024 09:30:00,1.0414,1.04195,1.04135,1.04192,1554.77
31.12.2024 09:40:00,1.04192,1.0424,1.04191,1.0423,1841.58
31.12.2024 09:50:00,1.0423,1.04246,1.04185,1.04187,3561.12
31.12.2024 10:00:00,1.04187,1.04191,1.04054,1.041,2716.41
31.12.2024 10:10:00,1.04101,1.0413,1.04068,1.04085,2122.61
31.12.2024 10:20:00,1.04084,1.04105,1.04073,1.04104,1954.76
31.12.2024 10:30:00,1.04104,1.04123,1.0408,1.04108,2036.06
31.12.2024 10:40:00,1.04108,1.04136,1.0409,1.04136,1794.65
31.12.2024 10:50:00,1.04135,1.04202,1.04129,1.04131,2304.74
31.12.2024 11:00:00,1.04131,1.04189,1.04129,1.04184,1791.13
31.12.2024 11:10:00,1.04183,1.04195,1.0416,1.0416,2195.19
31.12.2024 11:20:00,1.0416,1.04188,1.04137,1.04141,1523.92
31.12.2024 11:30:00,1.0414,1.04149,1.04088,1.041,1524.52
31.12.2024 11:40:00,1.04099,1.04116,1.04083,1.0409,1948.44
31.12.2024 11:50:00,1.04091,1.04112,1.04056,1.04106,1378.48
31.12.2024 12:00:00,1.04107,1.04146,1.0407,1.04081,2011.58
31.12.2024 12:10:00,1.04083,1.0412,1.04065,1.04096,2308.48
31.12.2024 12:20:00,1.04095,1.04115,1.04033,1.04033,2210.06
31.12.2024 12:30:00,1.04032,1.0404,1.03997,1.04022,997.91
31.12.2024 12:40:00,1.04023,1.04058,1.04005,1.04017,1173.86
31.12.2024 12:50:00,1.04017,1.04017,1.03915,1.03929,2781.31
31.12.2024 13:00:00,1.0393,1.0397,1.03861,1.03892,2523.85
31.12.2024 13:10:00,1.03892,1.03928,1.03855,1.03856,2174.97
31.12.2024 13:20:00,1.03856,1.03929,1.03837,1.03909,2476.92
31.12.2024 13:30:00,1.03907,1.03976,1.03905,1.03946,3526.27
31.12.2024 13:40:00,1.03945,1.03968,1.03894,1.03906,2740.25
31.12.2024 13:50:00,1.03906,1.03936,1.0388,1.03932,2470.59
31.12.2024 14:00:00,1.03933,1.03945,1.03818,1.03819,2947.9
31.12.2024 14:10:00,1.03819,1.03894,1.03781,1.03861,4486.02
31.12.2024 14:20:00,1.03862,1.03867,1.03793,1.03809,2559.6
31.12.2024 14:30:00,1.0381,1.03861,1.03753,1.03818,3879.8
31.12.2024 14:40:00,1.03815,1.03819,1.0375,1.03752,2265.22
31.12.2024 14:50:00,1.03752,1.03805,1.03752,1.03761,3953.74
31.12.2024 15:00:00,1.03759,1.0382,1.03704,1.0382,4656.92
31.12.2024 15:10:00,1.03817,1.03895,1.03817,1.03823,3137.04
31.12.2024 15:20:00,1.03823,1.03825,1.03737,1.03754,1106.11
31.12.2024 15:30:00,1.03753,1.03764,1.03643,1.03717,2774.15
31.12.2024 15:40:00,1.03716,1.03763,1.03607,1.03617,2638.18
31.12.2024 15:50:00,1.03617,1.03635,1.03527,1.03549,5105.37
31.12.2024 16:00:00,1.03549,1.03614,1.0347,1.03517,3345.82
31.12.2024 16:10:00,1.03518,1.03558,1.03491,1.03533,2088.23
31.12.2024 16:20:00,1.03532,1.03544,1.03504,1.03526,1394.57
31.12.2024 16:30:00,1.03525,1.0358,1.03502,1.03516,1441.42
31.12.2024 16:40:00,1.03516,1.03521,1.03479,1.03512,1861.89
31.12.2024 16:50:00,1.03513,1.03527,1.03478,1.03505,2715.13
31.12.2024 17:00:00,1.03506,1.03546,1.03482,1.03542,2302.07
31.12.2024 17:10:00,1.03541,1.03549,1.03503,1.03543,1491.19
31.12.2024 17:20:00,1.03544,1.03551,1.03476,1.03477,2252.11
31.12.2024 17:30:00,1.03476,1.03485,1.03452,1.03459,1038.92
31.12.2024 17:40:00,1.03459,1.03515,1.03441,1.03448,1391.62
31.12.2024 17:50:00,1.03447,1.03538,1.03445,1.03487,1387.86
31.12.2024 18:00:00,1.03487,1.0351,1.03462,1.03491,1615.74
31.12.2024 18:10:00,1.03489,1.03492,1.03457,1.03488,805.06
31.12.2024 18:20:00,1.03489,1.03534,1.03481,1.0353,1191.43
31.12.2024 18:30:00,1.03527,1.03548,1.03513,1.03532,937.64
31.12.2024 18:40:00,1.03532,1.03569,1.03531,1.03554,726.24
31.12.2024 18:50:00,1.03555,1.03563,1.03529,1.03533,864.37
31.12.2024 19:00:00,1.03532,1.03583,1.03519,1.03571,733.92
31.12.2024 19:10:00,1.03571,1.03649,1.03571,1.03596,890.74
31.12.2024 19:20:00,1.03595,1.036,1.03578,1.03591,711.72
31.12.2024 19:30:00,1.03591,1.03591,1.03549,1.03551,621.17
31.12.2024 19:40:00,1.03551,1.03566,1.03542,1.03545,725.57
31.12.2024 19:50:00,1.03546,1.03572,1.0354,1.03549,623.33
31.12.2024 20:00:00,1.0355,1.03603,1.03547,1.03599,674.89
31.12.2024 20:10:00,1.03598,1.03601,1.03574,1.03598,416.06
31.12.2024 20:20:00,1.03599,1.03633,1.03599,1.03616,430.03
31.12.2024 20:30:00,1.03615,1.03616,1.03593,1.03596,331.65
31.12.2024 20:40:00,1.03596,1.03609,1.03588,1.03608,351.54
31.12.2024 20:50:00,1.03607,1.0361,1.03573,1.03587,647.78
31.12.2024 21:00:00,1.03587,1.03611,1.03587,1.03597,157.14
31.12.2024 21:10:00,1.03596,1.03606,1.03595,1.03602,137.87
31.12.2024 21:20:00,1.03601,1.03602,1.03581,1.03591,689.55
31.12.2024 21:30:00,1.03591,1.03601,1.03572,1.03585,350.04
31.12.2024 21:40:00,1.03586,1.03591,1.03561,1.03571,438.3
31.12.2024 21:50:00,1.03571,1.03576,1.03536,1.03543,462.31
01.01.2025 22:00:00,1.03591,1.03612,1.03536,1.03557,80.94
01.01.2025 22:10:00,1.03558,1.03574,1.03515,1.03567,53.46
01.01.2025 22:20:00,1.03567,1.0358,1.0356,1.0358,73.8
01.01.2025 22:30:00,1.0358,1.03609,1.03576,1.03584,298.44
01.01.2025 22:40:00,1.03583,1.03589,1.03578,1.03586,954.5
01.01.2025 22:50:00,1.03586,1.03599,1.03574,1.03583,376.62
01.01.2025 23:00:00,1.03582,1.0359,1.03525,1.03548,450.979
01.01.2025 23:10:00,1.03546,1.03547,1.03531,1.03543,53.97
01.01.2025 23:20:00,1.03542,1.03542,1.03516,1.03518,92.43
01.01.2025 23:30:00,1.03518,1.0352,1.03468,1.0349,464.19
01.01.2025 23:40:00,1.03489,1.03523,1.03482,1.03517,332.9
01.01.2025 23:50:00,1.03518,1.03536,1.03508,1.03511,768.41
02.01.2025 00:00:00,1.03511,1.03518,1.03495,1.03518,1152.83
02.01.2025 00:10:00,1.03517,1.03522,1.03482,1.03493,611.56
02.01.2025 00:20:00,1.03493,1.03516,1.03476,1.0351,1072.47
